data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_addizionale_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-02-05,Pfizer/BioNTech,CAM,50-59,740,806,262,1282,2,0,ITF,ITF3,15,Campania
2021-02-05,Pfizer/BioNTech,CAM,60-69,645,440,208,875,2,0,ITF,ITF3,15,Campania
2021-02-05,Pfizer/BioNTech,CAM,70-79,185,87,76,195,1,0,ITF,ITF3,15,Campania
2021-02-05,Pfizer/BioNTech,CAM,80-89,46,80,27,99,0,0,ITF,ITF3,15,Campania
2021-02-05,Pfizer/BioNTech,CAM,90+,8,48,4,52,0,0,ITF,ITF3,15,Campania
2021-02-05,Pfizer/BioNTech,EMR,12-19,8,13,7,14,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,20-29,363,862,201,1024,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,30-39,428,838,200,1066,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,40-49,409,1129,228,1310,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,50-59,501,1487,271,1714,3,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,60-69,545,710,215,1040,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,70-79,332,165,106,391,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,80-89,202,485,105,580,2,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,EMR,90+,119,516,77,558,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Pfizer/BioNTech,FVG,20-29,108,243,5,346,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,30-39,117,238,3,352,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,40-49,119,345,10,454,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,50-59,146,445,14,577,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,60-69,143,206,5,344,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,70-79,78,72,8,142,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,80-89,56,139,22,173,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,FVG,90+,23,163,25,161,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-05,Pfizer/BioNTech,LAZ,12-19,8,2,5,5,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,20-29,373,689,171,890,1,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,30-39,470,686,219,934,3,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,40-49,531,818,222,1127,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,50-59,627,918,246,1299,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,60-69,517,515,150,882,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,70-79,214,149,67,296,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,80-89,215,326,79,462,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LAZ,90+,54,243,58,239,0,0,ITI,ITI4,12,Lazio
2021-02-05,Pfizer/BioNTech,LIG,12-19,3,4,1,6,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,20-29,177,210,24,363,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,30-39,217,304,50,471,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,40-49,134,250,59,325,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,50-59,171,408,46,533,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,60-69,168,205,38,335,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,70-79,66,42,7,101,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,80-89,36,153,36,153,0,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LIG,90+,25,173,39,158,1,0,ITC,ITC3,7,Liguria
2021-02-05,Pfizer/BioNTech,LOM,12-19,8,12,0,20,0,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,20-29,897,1901,185,2613,0,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,30-39,1239,2256,234,3260,1,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,40-49,1325,3620,315,4628,2,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,50-59,1623,4902,368,6155,2,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,60-69,1072,1685,163,2594,0,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,70-79,607,522,113,1014,2,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,80-89,485,1617,327,1772,3,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,LOM,90+,225,1539,305,1454,5,0,ITC,ITC4,3,Lombardia
2021-02-05,Pfizer/BioNTech,MAR,20-29,61,147,31,177,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,30-39,107,184,52,239,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,40-49,107,308,60,355,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,50-59,122,350,52,420,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,60-69,114,165,56,223,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,70-79,64,35,26,73,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,80-89,38,94,7,125,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MAR,90+,13,98,2,109,0,0,ITI,ITI3,11,Marche
2021-02-05,Pfizer/BioNTech,MOL,20-29,17,10,1,26,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,30-39,50,59,10,99,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,40-49,55,86,16,125,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,50-59,29,95,17,107,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,60-69,101,47,11,137,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,70-79,7,6,0,13,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,80-89,8,14,1,21,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,MOL,90+,4,12,0,16,0,0,ITF,ITF2,14,Molise
2021-02-05,Pfizer/BioNTech,PAB,12-19,0,1,0,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,20-29,56,86,1,141,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,30-39,96,186,1,281,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,40-49,95,279,2,372,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,50-59,147,382,2,527,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,60-69,91,136,2,225,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,70-79,46,33,0,79,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,80-89,547,723,1,1269,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAB,90+,117,218,0,335,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-05,Pfizer/BioNTech,PAT,20-29,17,47,5,59,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,30-39,29,65,7,87,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,40-49,23,93,6,110,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,50-59,40,146,11,175,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,60-69,32,32,3,61,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,70-79,8,6,1,13,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,80-89,111,120,201,28,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PAT,90+,28,37,46,19,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-05,Pfizer/BioNTech,PIE,12-19,11,9,4,16,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,20-29,292,676,35,933,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,30-39,470,876,52,1294,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,40-49,447,1337,88,1695,1,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,50-59,601,1668,90,2179,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,60-69,628,755,86,1297,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,70-79,441,273,87,627,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,80-89,222,503,123,602,0,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PIE,90+,94,518,97,514,1,0,ITC,ITC1,1,Piemonte
2021-02-05,Pfizer/BioNTech,PUG,12-19,0,3,0,3,0,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,20-29,219,370,180,409,0,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,30-39,322,542,191,672,1,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,40-49,388,684,279,791,2,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,50-59,566,877,289,1151,3,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,60-69,527,498,173,850,2,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,70-79,116,65,31,150,0,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,80-89,50,152,28,174,0,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,PUG,90+,24,140,18,146,0,0,ITF,ITF4,16,Puglia
2021-02-05,Pfizer/BioNTech,SAR,12-19,1,0,0,1,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,20-29,62,61,14,109,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,30-39,125,179,39,264,1,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,40-49,126,245,65,306,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,50-59,172,351,73,450,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,60-69,170,211,41,339,1,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,70-79,24,1,6,19,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,80-89,4,4,6,2,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SAR,90+,3,9,12,0,0,0,ITG,ITG2,20,Sardegna
2021-02-05,Pfizer/BioNTech,SIC,12-19,12,11,6,17,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,20-29,465,597,255,806,1,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,30-39,449,472,282,638,1,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,40-49,455,674,327,802,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,50-59,624,813,462,972,3,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,60-69,519,527,283,763,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,70-79,210,120,73,257,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,80-89,142,242,102,282,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,SIC,90+,44,151,58,137,0,0,ITG,ITG1,19,Sicilia
2021-02-05,Pfizer/BioNTech,TOS,12-19,4,3,2,5,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,20-29,213,395,123,485,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,30-39,317,456,185,588,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,40-49,304,682,255,731,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,50-59,483,984,335,1132,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,60-69,314,512,195,630,1,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,70-79,58,31,25,64,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,80-89,16,70,6,80,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,TOS,90+,13,107,1,119,0,0,ITI,ITI1,9,Toscana
2021-02-05,Pfizer/BioNTech,UMB,20-29,22,41,1,62,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,30-39,60,106,7,158,1,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,40-49,32,119,3,148,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,50-59,41,169,2,208,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,60-69,50,76,2,124,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,70-79,17,15,0,32,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,80-89,20,38,1,57,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,UMB,90+,9,25,1,33,0,0,ITI,ITI2,10,Umbria
2021-02-05,Pfizer/BioNTech,VDA,20-29,5,17,6,16,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,30-39,14,28,8,34,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,40-49,16,23,13,26,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,50-59,28,46,14,60,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,60-69,23,24,11,36,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,70-79,4,14,1,17,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,80-89,1,5,1,5,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VDA,90+,12,37,49,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-05,Pfizer/BioNTech,VEN,12-19,2,3,0,5,0,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,20-29,257,513,203,567,0,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,30-39,404,755,226,930,3,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,40-49,392,1088,222,1258,0,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,50-59,516,1492,304,1703,1,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,60-69,361,527,118,770,0,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,70-79,244,203,45,402,0,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,80-89,242,581,63,758,2,0,ITH,ITH3,5,Veneto
2021-02-05,Pfizer/BioNTech,VEN,90+,88,541,40,587,2,0,ITH,ITH3,5,Veneto
2021-02-05,Vaxzevria (AstraZeneca),EMR,30-39,0,1,1,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-05,Vaxzevria (AstraZeneca),LOM,60-69,0,1,1,0,0,0,ITC,ITC4,3,Lombardia
2021-02-05,Vaxzevria (AstraZeneca),TOS,40-49,0,1,1,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Janssen,LAZ,30-39,0,1,1,0,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,CAL,20-29,1,3,4,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,30-39,2,5,7,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,40-49,3,9,12,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,50-59,1,7,8,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,60-69,6,3,9,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,70-79,3,4,7,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,80-89,4,13,17,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAL,90+,3,3,6,0,0,0,ITF,ITF6,18,Calabria
2021-02-06,Moderna,CAM,12-19,1,0,1,0,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,20-29,11,13,24,0,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,30-39,23,35,57,1,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,40-49,32,43,73,1,1,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,50-59,36,38,74,0,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,60-69,34,27,61,0,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,70-79,20,30,49,0,1,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,80-89,8,62,69,0,1,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,CAM,90+,1,45,46,0,0,0,ITF,ITF3,15,Campania
2021-02-06,Moderna,EMR,80-89,7,11,18,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-06,Moderna,EMR,90+,6,10,16,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-06,Moderna,FVG,30-39,1,0,1,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-06,Moderna,FVG,60-69,1,0,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-06,Moderna,LAZ,12-19,2,0,2,0,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LAZ,20-29,6,3,3,6,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LAZ,30-39,10,10,11,9,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LAZ,40-49,15,12,14,13,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LAZ,50-59,3,5,6,2,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LAZ,70-79,1,1,1,1,0,0,ITI,ITI4,12,Lazio
2021-02-06,Moderna,LOM,20-29,1,7,8,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,30-39,1,19,20,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,40-49,9,25,34,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,50-59,10,50,60,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,60-69,4,14,18,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,70-79,5,3,8,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,80-89,7,30,37,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,LOM,90+,4,21,25,0,0,0,ITC,ITC4,3,Lombardia
2021-02-06,Moderna,MAR,20-29,1,4,5,0,0,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,30-39,2,11,13,0,0,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,40-49,0,22,20,1,1,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,50-59,4,13,17,0,0,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,60-69,9,5,13,0,1,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,70-79,10,11,18,0,3,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,80-89,20,47,66,0,1,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,MAR,90+,11,44,53,0,2,0,ITI,ITI3,11,Marche
2021-02-06,Moderna,PUG,20-29,20,34,54,0,0,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,PUG,30-39,39,61,100,0,0,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,PUG,40-49,35,56,91,0,0,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,PUG,50-59,53,45,98,0,0,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,PUG,60-69,59,19,77,0,1,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,PUG,70-79,11,1,12,0,0,0,ITF,ITF4,16,Puglia
2021-02-06,Moderna,SIC,12-19,2,1,3,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,20-29,5,7,11,1,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,30-39,11,6,17,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,40-49,8,5,13,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,50-59,19,22,40,1,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,60-69,16,4,20,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,70-79,12,12,24,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,80-89,15,48,62,1,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,SIC,90+,6,35,41,0,0,0,ITG,ITG1,19,Sicilia
2021-02-06,Moderna,TOS,12-19,2,2,4,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,20-29,31,29,60,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,30-39,33,20,53,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,40-49,45,24,69,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,50-59,53,33,86,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,60-69,59,14,73,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,70-79,23,4,27,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,TOS,80-89,0,1,1,0,0,0,ITI,ITI1,9,Toscana
2021-02-06,Moderna,VEN,20-29,0,20,20,0,0,0,ITH,ITH3,5,Veneto
2021-02-06,Moderna,VEN,30-39,1,3,4,0,0,0,ITH,ITH3,5,Veneto
2021-02-06,Moderna,VEN,40-49,3,6,9,0,0,0,ITH,ITH3,5,Veneto
2021-02-06,Moderna,VEN,50-59,5,7,12,0,0,0,ITH,ITH3,5,Veneto
2021-02-06,Moderna,VEN,60-69,1,2,3,0,0,0,ITH,ITH3,5,Veneto
2021-02-06,Pfizer/BioNTech,ABR,12-19,1,0,0,1,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,20-29,37,77,23,90,1,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,30-39,122,163,106,178,1,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,40-49,118,208,99,227,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,50-59,109,206,77,238,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,60-69,213,146,177,182,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,70-79,113,22,101,34,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,80-89,27,24,17,34,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,ABR,90+,6,22,0,28,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,Pfizer/BioNTech,BAS,20-29,33,55,7,81,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,30-39,69,84,17,136,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,40-49,76,111,44,143,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,50-59,77,114,48,143,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,60-69,60,61,24,97,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,70-79,30,21,0,51,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,80-89,20,58,4,74,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,BAS,90+,16,45,2,59,0,0,ITF,ITF5,17,Basilicata
2021-02-06,Pfizer/BioNTech,CAL,12-19,1,0,0,1,0,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,20-29,84,132,39,177,0,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,30-39,253,272,86,438,1,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,40-49,219,353,65,507,0,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,50-59,258,334,65,527,0,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,60-69,367,302,62,607,0,0,ITF,ITF6,18,Calabria
2021-02-06,Pfizer/BioNTech,CAL,70-79,109,43,22,130,0,0,ITF,ITF6,18,Calabria
